,section,question_number,answer_number,speaker_name,role,company,content,year,quarter,is_pleasantry,source_pdf,role_normalised
1025,qa,14.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"Yes, and I would put securitizations in that category. We need a more active securitization market and all these things could reduce the actual cost of making a loan. I pointed out in the past that mortgages probably cost 30 or 40 or 50 basis points more because of excessive securitization, origination and servicing requirements. Those could be changed and would dramatically help mortgages, particularly for low- income individuals. And we just have failed to do it for 10 years, and it wouldn't create any additional risk. And we can show you data that shows that.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1026,qa,15.0,,Mike Mayo,analyst,Well Fargo Securities LLC,"And last one, when you say inorganic growth, would you buy a private credit firm? Is that something you'd at least consider?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1027,qa,15.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"I would say, it's not high on my list because we can do it ourselves and then you know buying people and comp plans. And I also think you may have seen peak private credit a little bit. I don't know that, but we already do it. So if it was the right people, the right price, the right – sure, we should look at it. I think, Mike, you should always be open minded when people come to you with something you hadn't thought about before. And you just get smarter by looking at these things.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1028,qa,16.0,,Mike Mayo,analyst,Well Fargo Securities LLC,"Actually I can’t leave on that comment. Peak private credit, I can't leave on those three words. What do you mean by peak private credit?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1029,qa,16.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"I've mentioned that credit spreads are very low. It's grown dramatically over time. And you have to pay up a lot for it. I'm not saying, it's not going to grow some more, but I would have a slight reluctance depending on who it was. But your bankers might come to us with something tomorrow that we just hadn't thought about that is a complete natural fit for us; natural fit being product and people and culture.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1030,qa,17.0,,Mike Mayo,analyst,Well Fargo Securities LLC,"Sorry, Jeremy?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1031,qa,17.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"No, I was literally going to say what Jamie just said. So, we're good.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1032,qa,17.0,1.0,Mike Mayo,analyst,Well Fargo Securities LLC,All right. Thank you. Operator: Thank you. Next we will go to the line of Erika Najarian with UBS. You may proceed.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1033,qa,18.0,,Erika Najarian,analyst,UBS Securities LLC,"Hey, good morning. Jamie and Jeremy, you've talked about simplifying the regulatory construct. And it seems like based on the progress so far, we'll mostly get there, particularly with Basel III Endgame and G-SIB, which impacts you so much. And to that end, if we do get a more simplified regulatory construct that addresses both the capital and liquidity constraints, does that move up JPMorgan's natural ROTCE? You talked, 17% through-the-cycle a lot. Obviously, perhaps we would optimize the denominator. Why wouldn't that be additive to your natural ROTCE? Or does this get passed back on to your clients in terms of pricing?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1034,qa,18.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"In a competitive world, it is irrational to think that – and when it applies to all the competitors – that everybody's just going to make a lot more money, you keep it as opposed to compete in the marketplace. Hopefully, we'll still have a good competitive position relative to everybody else. But no, I don't think you should automatically say, it's going to increase your returns. Remember, Jeff Bezos says, “Your margin is my opportunity.” That would be a huge opportunity for fintech, private credit, alternative players, et cetera. So, you have to be a little careful to think that would happen. I think it's a good thing for the system though.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1035,qa,18.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Yeah, exactly. And as we always say, Erika, right, like the market is very competitive and the returns are high. And you know this, but I would just refer you to the slide that I delivered at Investor Day about how, in some cases, it makes, all else equal, compared to buying back shares at these prices, doing healthy, well underwritten, compelling franchise business with a 14% return, we're definitely supposed to do that actually. And if we do a lot of that, it will dilute down the weighted-average ROTCE of the company in ways that are nonetheless clearly accretive to shareholders. So,...",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1036,qa,18.0,3.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"And Jeremy showed you a little thing about business units that earn high returns to low returns. And not that you shouldn’t do low return ones because they fit hand in glove with other stuff. If you didn't do it, you might lose the other. But there are some businesses out there with very high returns that we just grow. We deploy capital by adding bankers or branches or products, not directly by deploying capital. So, just think of branches. That does it or private banking or things like that.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1037,qa,19.0,,Erika Najarian,analyst,UBS Securities LLC,"Yeah, for sure. And I think that's a big discussion point with investors in terms of talking about actually the EPS gains rather than just ROTCE improvement. And the second question I had is, you mentioned and clearly we saw it in the numbers, a late in the quarter pickup in activity levels. And I'm wondering as we think about sentiment and what this means for the second half, is it – did activity levels pick up because it felt like we were taking extreme outcomes from tariff policy off the table? Is it the tax bill certainty? I guess, I'm just wondering, has some of the issues that prevented activity levels or really stunted it in April and early May, have those fully been taken out of your clients' thinking as we think about the second half of the year and activity levels continuing from here?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1038,qa,19.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"Jeremy, you might want to say – I'll just answer your question by saying, honestly, we don't know. And you've seen how rapidly whole pipelines can grow and shrink. And so, that lesson we've learned over and over, and it may stay wide open for a year and a half. Something may happen geopolitically, then all of a sudden that pipeline slows a little bit. And so, I'm always a little cautious to guess what that's going to be. But if it continues this way, yeah, you're going have very active buckets.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1039,qa,19.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Yeah. And my version of that, Erika, would be to say that you talked about certain of the tail risks getting taken completely off the table, and that's clearly not true, right. All the tail risks are all still there, quite prominently, and in many cases, in the daily news flow. Maybe at the margin the tails are a little bit less fat right now. I think it's also true that in terms of our – what the things that we've said about our Investment Banking pipeline have been consistently quite cautious. And at a certain point, when you have the type of outperformance that you have this quarter, it starts to make your cautiousness",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1040,qa,19.0,3.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"seem less credible. So, we wanted to take a hard look at ourselves and say, what do we really think? And it's like, yeah, the sentiment is better. But as Jamie says like, that can change overnight and there are lot of risks out there.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
